Judul,Kota,Wilayah,Luas_Bangunan,Luas_Lahan,Harga,Total_Luas,Kategori
Rumah mewah 2 lantai  Griya Ani,Surabaya,Medokan Ayu,70,45,660000000,115,Kecil
Rumah Griya Ani Cluster 10m jalan raya,Surabaya,Medokan Ayu,40,45,530000000,85,Kecil
Rumah cantik  perumahan BME Keputih,Surabaya,Sukolilo,60,42,750000000,102,Kecil
Rumah mewah Wonorejo selatan,Surabaya,Rungkut,45,100,725000000,145,Kecil
Rumah ciamik Griya Ani Medokan Deket jalan raya DP minim,Surabaya,Rungkut,60,75,710000000,135,Kecil
MURAH Rumah 2 Lantai Siap Huni Bronggalan Dekat MERR,Surabaya,Gubeng,99,105,850000000,204,Sedang
rumah mewah di tengah kota sidoarjo,Surabaya,Warugunung,88,82,921000000,170,Kecil
Rumah baru dekat toll waru dan terminal bungurasih,Surabaya,Ketintang,36,65,350000000,101,Kecil
Jual Murah Rumah Klampis Semolo Barat Cocok Untuk Investor Dekat Galaxy Mall,Surabaya,Klampis Ngasem,250,175,1650000000,425,Besar
Rumah Perumahan Murah Angsuran 900rb an,Surabaya,Sukolilo,30,60,150500000,90,Kecil
Rumah Ready  Rungkut Surabaya,Surabaya,Rungkut,96,75,1295000000,171,Sedang
Rumah Ready Siap Huni Gayungsari Surabaya,Surabaya,Gayungan,200,136,2250000000,336,Besar
Dijual rumah luas di Medokan Ayu Surabaya,Surabaya,Medokan Ayu,40,100,575000000,140,Kecil
RUMAH SURABAYA BARAT Lakarsantri,Surabaya,Lakarsantri,120,135,990000000,255,Sedang
Jangan beli rumah 2 lantai di medokan surabaya faktanya 200 jtan,Surabaya,Gunung Anyar,27,20,269000000,47,Kecil
DijualRumah 2 Lantai Grand Harvest Belvoir Surabaya,Surabaya,Kebraon,67,102,1350000000,169,Kecil
Dijual Rumah Nirwana Eksekutif,Surabaya,Rungkut,147,95,1525000000,242,Sedang
Rumah Siwalankerto 200m dr frontage Ahmad yani,Surabaya,Siwalankerto,70,40,750000000,110,Kecil
Dijual Rumah Mulyosari Surabaya,Surabaya,Mulyorejo,160,190,1700000000,350,Besar
Hunian Promo Akhir Tahun Diskon 100Jt,Surabaya,Gayungan,42,75,240000000,117,Kecil
DIJUAL RUMAH MINIMALIS MEWAH PAKUWON CITY Surabaya,Surabaya,Mulyorejo,620,450,15500000000,1070,Besar
Rumah 2 LT Siap Huni Lokasi Istimewa Hoek pojokan antara BB IV dan BB VII,Surabaya,Baratajaya,230,252,2400000000,482,Besar
BABATAN PRATAMA MINIMALIST HOOK FULL FURNISH,Surabaya,Wiyung,220,162,2788000000,382,Besar
DIJUAL Rumah Buagus Siap Huni Tinggal Bawa Koper Graha Family,Surabaya,Graha,300,249,7300000000,549,Besar
Dijual Rumah Special Sby Barat Minimalis Tropis Hook Furnished,Surabaya,Wiyung,210,272,4600000000,482,Besar
rumah murah 2 lantai surabaya sidoarjo,Surabaya,,88,84,900000000,172,Kecil
Dijual Cepat Rumah Mewah Wisata Bukit Mas Harga Terjangkau Kondisi Siap Huni,Surabaya,Lakarsantri,300,200,2999999999,500,Besar
RUMAH KAVLING MURAH  SURABAYA BARAT BENOWO,Surabaya,Benowo,55,55,240000000,110,Kecil
FOR SALE RUMAH GRAHA FAMILY,Surabaya,Dukuh Pakis,272,255,7500000000,527,Besar
Rumah Baru 2 Lantai Berkualitas,Surabaya,Pakal,80,50,350000000,130,Kecil
DIJUAL TANAH DAN RUMAH DI MULYOREJO BONUS TOKO,Surabaya,Mulyorejo,120,432,5200000000,552,Sedang
Rumah Baru Dekat SMAN 12 Surabaya,Surabaya,Sememi,36,45,290000000,81,Kecil
DIJUAL RUMAH BARU GRAND KUWUKAN SURABAYA BARAT BLOK B5,Surabaya,Lontar,70,71,800000000,141,Kecil
Dijual Cepat Rumah 2 Lt Cluster Taman Mutiara Pakuwon City,Surabaya,Pakuwon,135,112,3150000000,247,Sedang
Jual Rumah Baru Gress  Graha Natura,Surabaya,,149,144,2900000000,293,Sedang
RUMAH CITRALAND BGI FULLY FURNISHED,Surabaya,Citraland,750,603,21500000000,1353,Besar
Dijual Rumah 2 Lt Cluster Zimbali Kosta Pakuwon City,Surabaya,Pakuwon,84,72,2100000000,156,Kecil
RUMAH CITRALAND RAYA FULLERTON PLACE FULLY FURNISHED,Surabaya,Citraland,600,450,16000000000,1050,Besar
rumah mewah Surabaya dijual Murah Di perumahan masjid agung residence,Surabaya,Menanggal,285,173,4500000000,458,Besar
Dijual Rumah Satelit Surabaya,Surabaya,,815,700,15000000000,1515,Besar
Dijual  DISEWAKAN RUMAH Villa Valencia Pakuwon,Surabaya,Pakuwon,250,300,5500000000,550,Besar
Dijual Rumah Grand Harvest Surabaya,Surabaya,Karangpilang,49,108,1500000000,157,Kecil
Dijual Rumah Villa Royal Pakuwon City,Surabaya,Mulyorejo,550,450,15000000000,1000,Besar
Dijual Rumah Pondok Nirwana Sidoarjo,Surabaya,Rungkut,280,200,4250000000,480,Besar
Dijual Rumah Pantai Mentari Surabaya,Surabaya,,225,180,3500000000,405,Besar
Rumah di Pakuwon City Taman Mutiara Surabaya Murah Dijual,Surabaya,Pakuwon,90,90,1899000000,180,Kecil
RUMAH GOLF VIEW TERCIAMIK GRAHA FAMILY,Surabaya,Graha,522,930,35000000000,1452,Besar
Dijual Rumah 2 Lt Cluster Taman Mutiara Pakuwon City,Surabaya,Pakuwon,150,90,2650000000,240,Sedang
Dijual Rumah Darmo Permai Timur,Surabaya,Dukuh Pakis,181,193,2950000000,374,Besar
Dijual Rumah Jalan Nginden Surabaya,Surabaya,,300,220,3600000000,520,Besar
Dijual Rumah Graha Family,Surabaya,,450,322,7500000000,772,Besar
Rumah Baru Gress Full Furnished Graha Natura,Surabaya,,150,144,3300000000,294,Sedang
Benowo Surabaya  Rumah Siap Huni Murah 90 m SHM Dreaming Land Sememi,Surabaya,Sememi,60,90,655000000,150,Kecil
Rumah Siap Huni West Wood Village Pakuwon City Surabaya,Surabaya,Pakuwon,250,200,3600000000,450,Besar
Dijual Rumah North West Hill,Surabaya,,80,72,1700000000,152,Kecil
Graha Natura blok B  main road cluster  2 Lantai,Surabaya,,284,320,7000000000,604,Besar
Dijual rumah murah surabaya,Surabaya,,120,450,6000000000,570,Sedang
rumah second luas dan besar di jual murah di perumahan Kebraon indah permai,Surabaya,Wiyung,150,130,1350000000,280,Sedang
Rumah Baru Citraland Puri Widya Kencana dekat Rafless Fullerton,Surabaya,Citraland,400,253,6500000000,653,Besar
RUMAH MEWAH DI SURABAYA,Surabaya,,350,420,8000000000,770,Besar
RUMAH MEWAH DI CITRALAN SURABAYA BARAT TURUN 1 MILYARD,Surabaya,,330,306,5800000000,636,Besar
Harga di Bawah Pasaran Dijual Rumah Di Jalan Raya MERR Lokasi Strategis,Surabaya,Rungkut,300,600,14000000000,900,Besar
Rumah Murah 2 jutaan,Surabaya,Tambak Osowilangun,40,72,400000000,112,Kecil
SIMO SIDOMULYO SURABAYA,Surabaya,Petemon,245,253,2001000000,498,Besar
Dijual Rumah Usaha,Surabaya,,386,229,5500000000,615,Besar
Rumah Baru Minimalis Modern,Surabaya,Medokan Ayu,32,50,490000000,82,Kecil
FOR SALE  GRAHA FAMILI SURABAYAGOLF VIEW PRIVATE POOL,Surabaya,Graha,2500,1250,65000000000,3750,Besar
Rumah 2 Lantai Dukuh Kupang Lokasi Dekat Indomart  Kampus Uwk,Surabaya,Dukuh Kupang,175,175,2800000000,350,Besar
Rumah Northwest Citraland dekat pasar modern,Surabaya,Citraland,46,72,755000000,118,Kecil
For Sale Rumah Mewah Graha Family,Surabaya,Dukuh Pakis,600,322,10000000000,922,Besar
Dijual Rumah Citraland Emerald mansion tipe Canna Surabaya,Surabaya,Citraland,182,180,4239000000,362,Besar
taman jivva sidoarjo rumah 2 lantai tengah kota,Surabaya,,88,82,1166000000,170,Kecil
Dijual Rumah Baru Citraland Crystal Golf Carnelian Surabaya,Surabaya,Citraland,98,75,2226000000,173,Sedang
EASTWOOD CITRALAND SURABAYA,Surabaya,Citraland,120,171,2250000000,291,Sedang
Dijual Rumah Untuk Usaha dan Tempat Tinggal,Surabaya,,386,229,5500000000,615,Besar
TERMURAH ALAM GALAXY LONTAR DEKAT CITRALAND PAKUWON GRAHA,Surabaya,Sambikerep,165,162,2500000000,327,Besar
Rumah Citraland langsung masuk Fully Furnished,Surabaya,Citraland,150,105,1974999999,255,Sedang
Jual Rumah Nginden Surabaya,Surabaya,Nginden,120,160,2300000000,280,Sedang
Rumah Wisata Bukit Mas 2 Grand Palais,Surabaya,Wiyung,319,240,5000000000,559,Besar
Gubeng Surabaya  Rumah Murah Minimalis 2Lt SHM Kalibokor Pucangsewu,Surabaya,Pucangsewu,40,32,590000000,72,Kecil
RUMAH MURAH SURABAYA TIMUR,Surabaya,,105,162,1400000000,267,Sedang
RUMAH KOS 2 LANTAI MURAH CUMA 1M,Surabaya,,240,120,1200000000,360,Besar
Murah  Rumah di North West Park Citraland,Surabaya,Citraland,36,72,795000000,108,Kecil
Rumah harga murah di Grand Pakuwon,Surabaya,Pakuwon,78,72,1250000000,150,Kecil
Hunian Dilokasi Sangat Strategis Prospek Bagus Dekat Rencana OERR,Surabaya,Rungkut,42,75,199000000,117,Kecil
Dijual jemur gayungan AYani Surabaya,Surabaya,Ketintang,171,291,1500000000,462,Besar
Rumah Siap Huni 1 Lantai Jln Jambangan VII Surabaya,Surabaya,Jambangan,80,103,875000000,183,Kecil
Rumah baru gress di Bronggalan,Surabaya,Kalijudan,90,75,850000000,165,Kecil
Rumah Bagus Baru Gress di Greenwich Siap Huni Surabaya,Surabaya,Wiyung,230,188,3250000000,418,Besar
RUMAH SUPER MEWAH EROPA KLASIK FULL FURNISHED TERMURAH DI GAYUNGSARI SURABAYA SELATAN,Surabaya,Gayungan,1000,700,15000000000,1700,Besar
Asem Rowo Surabaya  Rumah Siap Huni 84 m2 SHM Dekat St Pasar Turi,Surabaya,Asem Rowo,84,84,700000000,168,Kecil
RUMAH CITRALAND MEWAH HOOK,Surabaya,Citraland,550,440,10000000000,990,Besar
Rumah Palm Oasis Sememi Surabaya barat Lokasi strategis,Surabaya,,80,84,1300000000,164,Kecil
Gununganyar Surabaya  Rumah Murah 100 m2 SHM Dekat UPN Rungkut MERR,Surabaya,Gunung Anyar,100,100,500000000,200,Sedang
JARANG ADA RUMAH HITUNG HARGA TANAH SAJA DI PUSAT KOTA JL SUMATERA,Surabaya,,318,318,7490000000,636,Besar
Benowo Surabaya Barat  Rumah Baru Modern 2Lt Murah di Tengger Raya,Surabaya,Kandangan,80,40,395000000,120,Kecil
Jual Rumah 2 Lantai Siap Huni SHM KT 5 KM 3 Kali Kepiting Jaya Surabaya,Surabaya,Tambaksari,150,170,1950000000,320,Sedang
Rumah Kutisari Selatan Selangkah Ke Raya Jemursari Tenggilis UK Petra Sby,Surabaya,Kutisari,75,47,970000000,122,Kecil
Rungkut Sby  Rumah Baru Gress 2Lt 90 m2 SHM di Rungkut Menanggal,Surabaya,Rungkut Menanggal,120,90,1400000000,210,Sedang
Citraland Siap Huni dekat Gwalk HANYA 2M NEGO,Surabaya,Citraland,100,128,2000000000,228,Sedang
RUMAH MINIMALIS MEWAH MURAH 2 LANTAI DI SURABAYA,Surabaya,,205,250,3950000000,455,Besar
Rumah Klasik Belanda di Begawan Serayu Surabaya,Surabaya,Wonokromo,500,1225,38000000000,1725,Besar
RUMAH MURAH DENGAN KOLAM RENANG DI SIDOSERMO PDK,Surabaya,,400,314,3990000000,714,Besar
RUMAH COCOK UNTUK KOMERSIL STRATEGIS DEKAT KAMPUS UPN,Surabaya,,120,390,4750000000,510,Sedang
RUMAH MINIMALIS HOT FOR SALE BU PREMIUM QUALITY,Surabaya,,113,114,3200000000,227,Sedang
Jual Rumah 1 Lt New Royal 2 Gunung Anyar Surabaya,Surabaya,Gunung Anyar,37,80,700000000,117,Kecil
Gununganyar Surabaya  Rumah Murah 55 m2 SHM di Perum Wiguna Timur,Surabaya,Gunung Anyar,36,55,599000000,91,Kecil
Jual Rumah Baru 2 Lantai KT 3 KM 3 Perum Taman Intan Nginden Surabaya,Surabaya,Nginden,144,108,1850000000,252,Sedang
RUMAH STANDARD RUNGKUT ASRI TIMUR MURAH HITUNG TANAH BEAA067,Surabaya,Rungkut,140,200,1550000000,340,Sedang
Rumah murah Ready Stok Siap Huni,Surabaya,Pakis,50,78,572000000,128,Kecil
Rumah Promo Beli 2 Gratis 1,Surabaya,Darmo Permai,42,77,349000000,119,Kecil
Gununganyar Surabaya  Rumah Murah 90 m2 di Perum Wiguna Selatan,Surabaya,Gunung Anyar,90,90,750000000,180,Kecil
Jual Rumah Baru 1 Lantai KT 2 KM 1 SHM New Royal Gunung Anyar Surabaya,Surabaya,Gunung Anyar,42,80,700000000,122,Kecil
MURAH POL DIJAMIN TERMURAH HARGA TURUN BANYAK,Surabaya,,480,480,19500000000,960,Besar
Rumah Rasa Villa Cicilan 1 Jutaan,Surabaya,Lakarsantri,29,60,195000000,89,Kecil
Dijual Rumah Grees Mulyosari Baru Siap Huni Sutorejo Manyar,Surabaya,Mulyosari,160,92,1700000000,252,Besar
Rungkut Sby  Rumah Murah 100 m2 SHM di Wonorejo Selatan Dekat MERR,Surabaya,Wonorejo,100,10,785000000,110,Sedang
dijual rumah baru gres 2 lantai di bukit palma citraland surabaya,Surabaya,Citraland,170,154,2400000000,324,Besar
RUMAH MURAH HITUNG HARGA TANAH SAJA DI RAYA BABATAN PRATAMA,Surabaya,,357,357,3190000000,714,Besar
Dijual Rumah Wisata Bukit Mas 2 Wiyung Boulevard Luar Cluster,Surabaya,Wiyung,400,240,6900000000,640,Besar
Rumah Gress New Kutisari Selangkah Ke Raya Jemursari Surabaya,Surabaya,Kutisari,66,56,700000000,122,Kecil
Rumah Bulu jaya Darmo Lontar Pakuwo,Surabaya,Lontar,46,46,490000000,92,Kecil
RUMAH  KANTOR KOMERSIAL AREA DI JL GAYUNGSARI,Surabaya,,650,423,5790000000,1073,Besar
RUMAH MINIMALIS MURAH CUMA 1M DI CITRALAND SURABAYA HARGA BU,Surabaya,,110,150,1400000000,260,Sedang
JUAL CEPAT MAU SEGERA PINDAH Citraland North Emerald Mansion ada Kolam,Surabaya,Citraland,325,252,5300000000,577,Besar
Di Jual Rumah Mewah Siap Huni area semampir surabaya,Surabaya,Semampir,140,72,1400000000,212,Sedang
Rumah Baru Siap Huni Shm Gunung Anyar Dekat Wiguna Surabaya,Surabaya,Gunung Anyar,50,90,675000000,140,Kecil
Diskon Awal Tahun  Hunian Type 4275 Sangat Ideal Dan Strategis Promo,Surabaya,Semampir,42,75,210000000,117,Kecil
Dijual Rumah Promo Harga Di Bawah 200 juta,Surabaya,Ketintang,36,75,199000000,111,Kecil
Rumah Baru Mulyosari dekat pakuwon city,Surabaya,Mulyosari,200,120,2100000000,320,Besar
RUMAH KOST EKSKLUSIF 35 KAMAR  KMR MANDI DALAM FULL RENOVASI DIJUAL MURAH DI SIWALAN,Surabaya,Wonocolo,1200,611,6000000000,1811,Besar
Dijual Rumah 2 Lantai Di Satelit Utara Surabaya,Surabaya,,200,240,2600000000,440,Besar
Dijual Rumah Grees Sutorejo Timur Siap Huni Mulyosari Pakuwon City,Surabaya,Dukuh Sutorejo,200,79,1950000000,279,Besar
Tambaksari Sby  Rumah Murah 2Lt SHM di Lebak Jaya Dekat Kenjeran,Surabaya,Gading,90,45,510000000,135,Kecil
Rumah Semi Furnish Citraland Utama dekat dengan area GOLF Harga masih,Surabaya,Citraland,350,300,5350000000,650,Besar
Rumah siap pakai Citraland fully furnished,Surabaya,Citraland,225,160,3948000000,385,Besar
Rumah Mewah Di Kota Sidoarjo 2 Kamar tidur 1 kamar kamar mandi,Surabaya,Krembangan,58,108,635000000,166,Kecil
Rumah Modern Didalam Kawasan Perumahan Besar Harga Bersahabat,Surabaya,Jambangan,45,75,345000000,120,Kecil
Dijual Rumah Baru Gresss  di Citraland Utama  Surabaya Barat,Surabaya,Citraland,158,150,3300000000,308,Besar
Rumah New Gress Citraland Cluster Woodland,Surabaya,Citraland,300,210,4800000000,510,Besar
Graha Natura ada swimming pool,Surabaya,,281,300,8799000000,581,Besar
Perumahan Green Mansion Dkt Sedati  Waru  Sidoarjo Jawa Timur,Surabaya,Mulyorejo,40,72,349999999,112,Kecil
Rumah di Wonorejo belakang STIKOM,Surabaya,Wonorejo,180,96,1250000000,276,Besar
Rumah di daerah Darmo Baru Barat,Surabaya,Darmo,180,180,1500000000,360,Besar
Rumah Siap Huni Manyar Kertoarjo dekat dengan Pusat Kota,Surabaya,Manyar Kerto Adi,3,467,10000000000,470,Kecil
Bawah harga  Rumah di Bukit Darmo Golf,Surabaya,,2000,1527,68000000000,3527,Besar
Dijual Rumah Modern Minimalis  Full Furnish GALAXY BUMI PERMAI ARAYA,Surabaya,Sukolilo,326,375,10000000000,701,Besar
Dijual Rumah Hook Siap Huni Minimalis Bonus Furniture Royal Residence,Surabaya,,190,262,3800000000,452,Besar
Dijual Rumah New Split Level Wisata Bukit Mas New Split Level Modern Design,Surabaya,,196,110,2750000000,306,Besar
Dijual Murah Rumah Siap Huni Wiguna Regency  Surabaya Timur,Surabaya,Gunung Anyar,210,120,1600000000,330,Besar
Dijual Rumah Second Wisata Bukit Mas 2 Luxemburg,Surabaya,,160,160,2800000000,320,Besar
Dijual Rumah Baru Manyar Tirtoyoso Selatan Colonial Modern Style Surabaya Timur,Surabaya,,220,194,4500000000,414,Besar
RUMAH DI JUAL DI RUNGKUT SURABAYA,Surabaya,Rungkut,139,84,2166000000,223,Sedang
Rumah Siap Huni Gunung Anyar Surabaya,Surabaya,Gunung Anyar,100,50,650000000,150,Sedang
Dijual Rumah Citraland Surabaya cluster Puri Widya Kencana,Surabaya,Citraland,380,280,5200000000,660,Besar
RUMAH MINIMALIS 2 LANTAI DI SURABAYA NEGO TIPIS,Surabaya,,100,54,1200000000,154,Sedang
Rungkut Surabaya  Rumah Baru Renovasi 90 m SHM Medokan Ayu MERR UPN,Surabaya,Medokan Ayu,90,90,575000000,180,Kecil
Rumah Baru Siap Huni 2 Lantai Shm KT 3 KM 2 Dekat Wiguna Gunung Anyar Surabaya,Surabaya,Gunung Anyar,60,57,695000000,117,Kecil
Kredit Rumah DP Bisa Dicicil di Juanda,Surabaya,Pabean Cantikan,45,78,485000000,123,Kecil
Dijual rumah WBM 2  New Gress 2 lantai,Surabaya,Wiyung,76,60,1700000000,136,Kecil
RUMAH SIAP HUNI CITRALAND UTAMA DEKAT GWALK,Surabaya,Citraland,200,222,3500000000,422,Besar
Rumah mewah private kolam renang Citraland Wp,Surabaya,Citraland,500,300,6000000000,800,Besar
Pakal Surabaya Barat  Rumah Mezanine Murah 40 m2 di Beji Pdam,Surabaya,Pakal,40,40,295000000,80,Kecil
Gununganyar Surabaya  Rumah Baru Minimalis Murah 2Lt 206m MERR UPN,Surabaya,Gunung Anyar Tambak,27,20,264099000,47,Kecil
Rumah Dijual Siap Huni Di Babatan Mukti Surabaya,Surabaya,,153,153,1800000000,306,Besar
Gununganyar Surabaya  Rumah Baru Minimalis Murah 2Lt MERR UPN Tol,Surabaya,Gunung Anyar Tambak,43,28,417450000,71,Kecil
Siap huni  rumah di Graha Family,Surabaya,Graha,273,225,4750000000,498,Besar
Rumah Citraland Bukit Palma Minimalis Oke Siap Huni Surabaya,Surabaya,Citraland,180,150,2400000000,330,Besar
RUMAH BARU GRESS Mewah Graha Famili,Surabaya,Pradakalikendal,550,345,16000000000,895,Besar
Rumah Citraland Utama MURAH BANGETT,Surabaya,Citraland,400,288,4490000000,688,Besar
Rumah Baru Citraland Utama dekat Gwalk,Surabaya,Citraland,550,440,9800000000,990,Besar
Rungkut Surabaya  Rumah Minimalis 2 Lt Murah SHM di Wonorejo,Surabaya,Wonorejo,55,32,550000000,87,Kecil
HARGA TURUN JAUH LOKASI STRATEGIS DI KOTA SURABAYA,Surabaya,,153,160,1250000000,313,Besar
Jual Cepat PALING MURAH Northwest Lake Ukuran Paling Besar View Danau,Surabaya,Citraland,138,135,2350000000,273,Sedang
RUMAH TERAWAT SIAP HUNI Citraland Utama dekat Gwalk,Surabaya,Citraland,240,160,3500000000,400,Besar
Di Jual Rumah 2 Kamar Tidur 1 Kamar Mandi Di Juanda,Surabaya,Rungkut,36,75,199000000,111,Kecil
Rumah DP 0 Angsuran 1 Jutaan,Surabaya,Wiyung,29,60,195000000,89,Kecil
SPESIAL PROMO OKTOBER BIG SALE HANYA 199 JT,Surabaya,Lakarsantri,36,75,199000000,111,Kecil
MURAH RUMAH LUAS DI SURABAYA,Surabaya,,90,90,870000000,180,Kecil
RUMAH MURAH SURABAYA TIMUR,Surabaya,,105,162,1400000000,267,Sedang
RUMAH FULL FURNISH CITRALAND HANYA 2M AN SAJA,Surabaya,Citraland,95,102,2522000000,197,Sedang
JUAL CEPAT PALING MURAH RAYA CITRALAND UTAMA,Surabaya,Citraland,428,308,5500000000,736,Besar
Promo Melimpah  Perumahan Dekat Bandara Juanda Berkonsep Modern 325Jt,Surabaya,Jambangan,42,75,325000000,117,Kecil
Perumahan Modern Idaman Harga Hanya 325 Jt Dekat Rencana OERR,Surabaya,Wiyung,42,72,325000000,114,Kecil
Perumahan Diskon 40 Jt  Lokasi Bagus Akses Mudah,Surabaya,Gayungan,42,72,355000000,114,Kecil
Tambaksari Surabaya  Rumah Murah Butuh Renov 80 m2 SHM di Lebak Indah,Surabaya,Tambaksari,80,80,575000000,160,Kecil
TURUN HARGA BANYAK DIJUAL CEPAT RUMAH BARU GRESS CITRALAND,Surabaya,Citraland,158,135,2800000000,293,Besar
RUMAH FULL FURNISH MURAH CITRALAND UTAMA dekat gwalk,Surabaya,Citraland,890,450,15000000000,1340,Besar
Dijual Rumah Siap Huni Di Jalan Mojoklangru Lor Surabaya,Surabaya,Gubeng,74,110,1250000000,184,Kecil
Perumahan Murah Bagus Strategis Prospek Bagus,Surabaya,Nginden,42,75,250000000,117,Kecil
Jual Rumah Surabaya Pusat Jalan Juwono Halaman Luas Commercial Area Siap Huni,Surabaya,Wonokromo,500,574,14500000000,1074,Besar
New minimalis  rumah di Gununganyar Rungkut Modern,Surabaya,Gunung Anyar,55,40,625000000,95,Kecil
Rumah Baru Gress Lokasi Di Rungkut Siap Bangun,Surabaya,Wonorejo,70,48,699999999,118,Kecil
Dijual Rumah Royal Residence minimalis 3Man dekat danau,Surabaya,Wiyung,180,128,3100000000,308,Besar
Dijual Rumah Baru Pakuwon City Grand Island,Surabaya,Pakuwon,115,72,2300000000,187,Sedang
Karangpilang Surabaya  Rumah Pojok 2 Lt 109 m2 SHM di Griya Kebraon,Surabaya,Karangpilang,120,109,1200000000,229,Sedang
Rumah Baru Gress Modern Bangunan Istimewa Citraland Utama dekat Gwalk,Surabaya,Citraland,168,128,3100000000,296,Besar
DIJUAL RUMAH SIAP HUNI DI Jl Jemursari Timur,Surabaya,Jemursari,311,200,3200000000,511,Besar
Perumahan Bagus Hanya 325Jt Akses Mudah Dekat MERR dan Rencana OERR,Surabaya,Jambangan,42,72,325000000,114,Kecil
Brand New Rumah 2 Lantai Minimalis area Bogangin Kedurus dekat Wiyung  Mastrip,Surabaya,,58,50,650000000,108,Kecil
Dijual Murah Surabaya Barat Satelit Indah,Surabaya,Sukomanunggal,610,610,6900000000,1220,Besar
Harga Diskon Akhir Tahun  Hunian Bagus Modern Kekinian Bebas Banjir,Surabaya,Nginden,45,75,345000000,120,Kecil
Hunian Nyaman Desain Minimalis Citraland Utama dekat Gwalk BISA NEGO,Surabaya,Citraland,350,300,6500000000,650,Besar
Di Jual Sutorejo Prima Selatan,Surabaya,Mulyorejo,210,166,3400000000,376,Besar
Rumah Minimalis Baru di Kenjeran Surabaya,Surabaya,Kenjeran,80,80,385000000,160,Kecil
DIJUAL RUMAH PANDUGO RUNGKUT,Surabaya,Rungkut,70,120,1200000000,190,Kecil
Strategis Rumah 2 lantai babatan pratama dekat citraland tol wiyung,Surabaya,Wiyung,162,220,2600000000,382,Besar
Rumah Murah 2 lantai di Sukodono Sidoarjo,Surabaya,Graha,50,50,285000000,100,Kecil
Rumah Siap Huni Setro Kedung Cowek Surabaya Utara,Surabaya,Kenjeran,30,16,245000000,46,Kecil
Rumah Siap Huni Fasilitas Lengkap di Jl Rungkut Asri Tengah Surabaya 0602,Surabaya,Rungkut,350,485,7500000000,835,Besar
Tenggilis MejoyoSurabaya  Rumah Siap Huni 2 Lt180m2 SHM Kendangsari,Surabaya,Kendangsari,360,180,3100000000,540,Besar
DIJUAL Rumah Mewah MURAH Kertajaya Indah Siap HUNI,Surabaya,Kertajaya,200,240,4399999999,440,Besar
Alana Cemandi Perumahan Dengan One Gate Sytem Terbaik Di Sidoarjo,Surabaya,Gubeng,40,90,299999999,130,Kecil
dijual rumah 2 lantai baru di raya bukit palma citraland surabaya,Surabaya,Citraland,250,200,3500000000,450,Besar
jual cepat rumah citraland utama dekat dengan gwalk,Surabaya,Citraland,300,210,4500000000,510,Besar
JUAL RUMAH MINIMALIS MEWAH DARMO PERMAI TIMUR SURBAYA,Surabaya,,195,110,2850000000,305,Besar
Rumah Citraland SIAP HUNI HOOK,Surabaya,Citraland,300,195,4300000000,495,Besar
Rumah Baru 1 Lantai Type 45 Medokan Ayu Rungkut Surabaya,Surabaya,Rungkut,45,109,935000000,154,Kecil
JUAL CEPAT RUMAH ARAYA TAHAP 1,Surabaya,Galaxy,450,240,7000000000,690,Besar
